Institution,Subinstitution,InstitutionType,År,Afbrudte,Fuldførte,Latitude,Longitude
Professionshøjskoler,Københavns Professionshøjskole,Tekstilformidleruddannelsen - UCC,2021,,,,
Professionshøjskoler,Københavns Professionshøjskole,Tekstilformidleruddannelsen - UCC,2022,,,,
Professionshøjskoler,Københavns Professionshøjskole,Tekstilformidleruddannelsen - UCC,2023,,,,
Professionshøjskoler,Københavns Professionshøjskole,Tekstilformidleruddannelsen - UCC,2024,,,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Holbæk",2015,859.0,,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Holbæk",2016,860.0,,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Holbæk",2017,908.0,,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Holbæk",2018,835.0,,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Holbæk",2019,798.0,,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Holbæk",2020,922.0,,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Holbæk",2021,1021.0,,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Holbæk",2022,953.0,39.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Holbæk",2023,906.0,44.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Holbæk",2024,,42.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Kalundborg",2015,,,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Kalundborg",2016,,,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Kalundborg",2017,,,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Kalundborg",2018,6.0,,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Kalundborg",2019,9.0,,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Kalundborg",2020,10.0,,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Kalundborg",2021,22.0,21.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Kalundborg",2022,26.0,29.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Kalundborg",2023,37.0,32.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Kalundborg",2024,,45.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Nykøbing F.",2015,,214.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Nykøbing F.",2016,,202.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Nykøbing F.",2017,7.0,186.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Nykøbing F.",2018,14.0,188.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Nykøbing F.",2019,24.0,190.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Nykøbing F.",2020,27.0,203.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Nykøbing F.",2021,34.0,170.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Nykøbing F.",2022,26.0,181.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Nykøbing F.",2023,43.0,160.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Nykøbing F.",2024,,157.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Nykøbing F. (e-læring)",2015,70.0,,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Nykøbing F. (e-læring)",2016,86.0,,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Nykøbing F. (e-læring)",2017,82.0,,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Nykøbing F. (e-læring)",2018,78.0,,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Nykøbing F. (e-læring)",2019,100.0,,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Nykøbing F. (e-læring)",2020,100.0,,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Nykøbing F. (e-læring)",2021,103.0,,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Nykøbing F. (e-læring)",2022,80.0,,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Nykøbing F. (e-læring)",2023,76.0,20.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Nykøbing F. (e-læring)",2024,,16.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Næstved",2015,,193.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Næstved",2016,,199.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Næstved",2017,,232.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Næstved",2018,,223.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Næstved",2019,,236.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Næstved",2020,,233.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Næstved",2021,,268.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Næstved",2022,13.0,232.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Næstved",2023,14.0,216.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Næstved",2024,,255.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Roskilde",2015,138.0,703.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Roskilde",2016,120.0,722.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Roskilde",2017,135.0,798.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Roskilde",2018,110.0,771.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Roskilde",2019,134.0,764.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Roskilde",2020,147.0,780.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Roskilde",2021,135.0,813.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Roskilde",2022,116.0,781.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Roskilde",2023,96.0,652.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Roskilde",2024,,608.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Roskilde (e-læring)",2015,393.0,,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Roskilde (e-læring)",2016,432.0,,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Roskilde (e-læring)",2017,418.0,,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Roskilde (e-læring)",2018,378.0,,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Roskilde (e-læring)",2019,331.0,,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Roskilde (e-læring)",2020,343.0,,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Roskilde (e-læring)",2021,390.0,,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Roskilde (e-læring)",2022,266.0,,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Roskilde (e-læring)",2023,273.0,93.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Roskilde (e-læring)",2024,,109.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Slagelse",2015,,238.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Slagelse",2016,,229.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Slagelse",2017,,216.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Slagelse",2018,,190.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Slagelse",2019,,209.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Slagelse",2020,,226.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Slagelse",2021,,375.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Slagelse",2022,94.0,388.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Slagelse",2023,83.0,322.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Slagelse",2024,,312.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Slagelse (e-læring)",2015,80.0,,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Slagelse (e-læring)",2016,68.0,,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Slagelse (e-læring)",2017,102.0,,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Slagelse (e-læring)",2018,117.0,,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Slagelse (e-læring)",2019,107.0,,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Slagelse (e-læring)",2020,183.0,,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Slagelse (e-læring)",2021,217.0,,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Slagelse (e-læring)",2022,185.0,,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Slagelse (e-læring)",2023,153.0,45.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Slagelse (e-læring)",2024,,43.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Sorø",2015,,141.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Sorø",2016,,137.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Sorø",2017,,160.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Sorø",2018,,116.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Sorø",2019,,117.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Sorø",2020,,119.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Sorø",2021,,46.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Sorø",2022,57.0,,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Sorø",2023,59.0,,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Sorø",2024,,,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Vordingborg",2015,92.0,174.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Vordingborg",2016,85.0,161.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Vordingborg",2017,53.0,186.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Vordingborg",2018,53.0,182.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Vordingborg",2019,22.0,161.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Vordingborg",2020,,164.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Vordingborg",2021,,155.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Vordingborg",2022,,190.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Vordingborg",2023,,161.0,,
Professionshøjskoler,Professionshøjskolen Absalon,"Absalon, Campus Vordingborg",2024,,187.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Administrationsbachelor i Esbjerg,2015,426.0,13.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Administrationsbachelor i Esbjerg,2016,513.0,17.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Administrationsbachelor i Esbjerg,2017,561.0,34.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Administrationsbachelor i Esbjerg,2018,582.0,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Administrationsbachelor i Esbjerg,2019,590.0,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Administrationsbachelor i Esbjerg,2020,659.0,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Administrationsbachelor i Esbjerg,2021,810.0,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Administrationsbachelor i Esbjerg,2022,594.0,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Administrationsbachelor i Esbjerg,2023,656.0,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Administrationsbachelor i Esbjerg,2024,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Bioanalytikeruddannelsen i Esbjerg,2015,9.0,20.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Bioanalytikeruddannelsen i Esbjerg,2016,21.0,34.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Bioanalytikeruddannelsen i Esbjerg,2017,,35.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Bioanalytikeruddannelsen i Esbjerg,2018,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Bioanalytikeruddannelsen i Esbjerg,2019,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Bioanalytikeruddannelsen i Esbjerg,2020,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Bioanalytikeruddannelsen i Esbjerg,2021,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Bioanalytikeruddannelsen i Esbjerg,2022,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Bioanalytikeruddannelsen i Esbjerg,2023,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Bioanalytikeruddannelsen i Esbjerg,2024,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Ergoterapeutuddannelsen i Esbjerg,2015,7.0,50.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Ergoterapeutuddannelsen i Esbjerg,2016,9.0,49.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Ergoterapeutuddannelsen i Esbjerg,2017,,51.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Ergoterapeutuddannelsen i Esbjerg,2018,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Ergoterapeutuddannelsen i Esbjerg,2019,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Ergoterapeutuddannelsen i Esbjerg,2020,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Ergoterapeutuddannelsen i Esbjerg,2021,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Ergoterapeutuddannelsen i Esbjerg,2022,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Ergoterapeutuddannelsen i Esbjerg,2023,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Ergoterapeutuddannelsen i Esbjerg,2024,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,"Erhvervssprog og it-baseret markedskommunikation, Haderslev",2015,15.0,21.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,"Erhvervssprog og it-baseret markedskommunikation, Haderslev",2016,14.0,29.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,"Erhvervssprog og it-baseret markedskommunikation, Haderslev",2017,,16.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,"Erhvervssprog og it-baseret markedskommunikation, Haderslev",2018,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,"Erhvervssprog og it-baseret markedskommunikation, Haderslev",2019,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,"Erhvervssprog og it-baseret markedskommunikation, Haderslev",2020,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,"Erhvervssprog og it-baseret markedskommunikation, Haderslev",2021,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,"Erhvervssprog og it-baseret markedskommunikation, Haderslev",2022,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,"Erhvervssprog og it-baseret markedskommunikation, Haderslev",2023,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,"Erhvervssprog og it-baseret markedskommunikation, Haderslev",2024,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Ernæring og sundhedsuddannelsen i Haderslev,2015,13.0,29.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Ernæring og sundhedsuddannelsen i Haderslev,2016,18.0,36.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Ernæring og sundhedsuddannelsen i Haderslev,2017,,31.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Ernæring og sundhedsuddannelsen i Haderslev,2018,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Ernæring og sundhedsuddannelsen i Haderslev,2019,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Ernæring og sundhedsuddannelsen i Haderslev,2020,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Ernæring og sundhedsuddannelsen i Haderslev,2021,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Ernæring og sundhedsuddannelsen i Haderslev,2022,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Ernæring og sundhedsuddannelsen i Haderslev,2023,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Ernæring og sundhedsuddannelsen i Haderslev,2024,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Fysioterapeutuddannelsen i Esbjerg,2015,17.0,114.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Fysioterapeutuddannelsen i Esbjerg,2016,15.0,103.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Fysioterapeutuddannelsen i Esbjerg,2017,,98.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Fysioterapeutuddannelsen i Esbjerg,2018,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Fysioterapeutuddannelsen i Esbjerg,2019,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Fysioterapeutuddannelsen i Esbjerg,2020,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Fysioterapeutuddannelsen i Esbjerg,2021,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Fysioterapeutuddannelsen i Esbjerg,2022,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Fysioterapeutuddannelsen i Esbjerg,2023,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Fysioterapeutuddannelsen i Esbjerg,2024,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Jordemoderuddannelsen i Esbjerg,2015,28.0,39.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Jordemoderuddannelsen i Esbjerg,2016,31.0,41.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Jordemoderuddannelsen i Esbjerg,2017,,54.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Jordemoderuddannelsen i Esbjerg,2018,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Jordemoderuddannelsen i Esbjerg,2019,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Jordemoderuddannelsen i Esbjerg,2020,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Jordemoderuddannelsen i Esbjerg,2021,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Jordemoderuddannelsen i Esbjerg,2022,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Jordemoderuddannelsen i Esbjerg,2023,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Jordemoderuddannelsen i Esbjerg,2024,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Læreruddannelsen i Esbjerg,2015,5.0,104.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Læreruddannelsen i Esbjerg,2016,9.0,75.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Læreruddannelsen i Esbjerg,2017,,69.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Læreruddannelsen i Esbjerg,2018,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Læreruddannelsen i Esbjerg,2019,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Læreruddannelsen i Esbjerg,2020,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Læreruddannelsen i Esbjerg,2021,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Læreruddannelsen i Esbjerg,2022,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Læreruddannelsen i Esbjerg,2023,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Læreruddannelsen i Esbjerg,2024,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Medie og Sonokommunikation i Haderslev,2015,30.0,19.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Medie og Sonokommunikation i Haderslev,2016,56.0,23.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Medie og Sonokommunikation i Haderslev,2017,,36.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Medie og Sonokommunikation i Haderslev,2018,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Medie og Sonokommunikation i Haderslev,2019,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Medie og Sonokommunikation i Haderslev,2020,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Medie og Sonokommunikation i Haderslev,2021,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Medie og Sonokommunikation i Haderslev,2022,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Medie og Sonokommunikation i Haderslev,2023,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Medie og Sonokommunikation i Haderslev,2024,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Socialrådgiveruddannelsen i Esbjerg,2015,,125.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Socialrådgiveruddannelsen i Esbjerg,2016,11.0,140.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Socialrådgiveruddannelsen i Esbjerg,2017,,136.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Socialrådgiveruddannelsen i Esbjerg,2018,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Socialrådgiveruddannelsen i Esbjerg,2019,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Socialrådgiveruddannelsen i Esbjerg,2020,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Socialrådgiveruddannelsen i Esbjerg,2021,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Socialrådgiveruddannelsen i Esbjerg,2022,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Socialrådgiveruddannelsen i Esbjerg,2023,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Socialrådgiveruddannelsen i Esbjerg,2024,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Sygeplejerskeuddannelsen i Esbjerg,2015,53.0,90.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Sygeplejerskeuddannelsen i Esbjerg,2016,51.0,102.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Sygeplejerskeuddannelsen i Esbjerg,2017,,79.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Sygeplejerskeuddannelsen i Esbjerg,2018,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Sygeplejerskeuddannelsen i Esbjerg,2019,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Sygeplejerskeuddannelsen i Esbjerg,2020,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Sygeplejerskeuddannelsen i Esbjerg,2021,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Sygeplejerskeuddannelsen i Esbjerg,2022,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Sygeplejerskeuddannelsen i Esbjerg,2023,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Sygeplejerskeuddannelsen i Esbjerg,2024,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Sygeplejerskeuddannelsen i Sønderborg,2015,24.0,70.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Sygeplejerskeuddannelsen i Sønderborg,2016,21.0,92.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Sygeplejerskeuddannelsen i Sønderborg,2017,,81.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Sygeplejerskeuddannelsen i Sønderborg,2018,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Sygeplejerskeuddannelsen i Sønderborg,2019,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Sygeplejerskeuddannelsen i Sønderborg,2020,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Sygeplejerskeuddannelsen i Sønderborg,2021,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Sygeplejerskeuddannelsen i Sønderborg,2022,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Sygeplejerskeuddannelsen i Sønderborg,2023,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Sygeplejerskeuddannelsen i Sønderborg,2024,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Aabenraa,2015,,162.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Aabenraa,2016,,212.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Aabenraa,2017,,188.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Aabenraa,2018,,316.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Aabenraa,2019,,323.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Aabenraa,2020,,313.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Aabenraa,2021,,307.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Aabenraa,2022,,320.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Aabenraa,2023,7.0,279.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Aabenraa,2024,,269.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Aabenraa (e-læring),2015,53.0,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Aabenraa (e-læring),2016,52.0,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Aabenraa (e-læring),2017,128.0,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Aabenraa (e-læring),2018,117.0,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Aabenraa (e-læring),2019,126.0,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Aabenraa (e-læring),2020,147.0,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Aabenraa (e-læring),2021,185.0,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Aabenraa (e-læring),2022,110.0,,,
