Institution,Subinstitution,InstitutionType,År,Afbrudte,Fuldførte,Latitude,Longitude
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Kasernevej Viborg",2023,,65.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Kasernevej Viborg",2024,,49.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Lyseng Alle",2015,26.0,14.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Lyseng Alle",2016,25.0,57.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Lyseng Alle",2017,27.0,87.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Lyseng Alle",2018,29.0,76.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Lyseng Alle",2019,28.0,85.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Lyseng Alle",2020,42.0,85.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Lyseng Alle",2021,47.0,85.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Lyseng Alle",2022,34.0,81.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Lyseng Alle",2023,31.0,81.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Lyseng Alle",2024,,86.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Nørre Nissum",2015,22.0,57.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Nørre Nissum",2016,28.0,57.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Nørre Nissum",2017,37.0,27.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Nørre Nissum",2018,26.0,45.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Nørre Nissum",2019,25.0,33.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Nørre Nissum",2020,29.0,47.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Nørre Nissum",2021,38.0,41.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Nørre Nissum",2022,18.0,52.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Nørre Nissum",2023,31.0,18.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Nørre Nissum",2024,,7.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Nørre Nissum (e-læring)",2015,40.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Nørre Nissum (e-læring)",2016,55.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Nørre Nissum (e-læring)",2017,38.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Nørre Nissum (e-læring)",2018,37.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Nørre Nissum (e-læring)",2019,34.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Nørre Nissum (e-læring)",2020,34.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Nørre Nissum (e-læring)",2021,21.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Nørre Nissum (e-læring)",2022,8.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Nørre Nissum (e-læring)",2023,10.0,19.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Nørre Nissum (e-læring)",2024,,20.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Skive",2015,,72.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Skive",2016,,44.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Skive",2017,,40.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Skive",2018,,49.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Skive",2019,,46.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Skive",2020,,64.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Skive",2021,,50.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Skive",2022,19.0,54.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Skive",2023,20.0,49.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Skive",2024,,40.0,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,Bioanalytikeruddannelsen i Odense,2015,1221.0,30.0,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,Bioanalytikeruddannelsen i Odense,2016,1455.0,35.0,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,Bioanalytikeruddannelsen i Odense,2017,1427.0,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,Bioanalytikeruddannelsen i Odense,2018,1470.0,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,Bioanalytikeruddannelsen i Odense,2019,1401.0,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,Bioanalytikeruddannelsen i Odense,2020,1569.0,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,Bioanalytikeruddannelsen i Odense,2021,1635.0,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,Bioanalytikeruddannelsen i Odense,2022,1530.0,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,Bioanalytikeruddannelsen i Odense,2023,1498.0,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,Bioanalytikeruddannelsen i Odense,2024,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,Ergoterapeutuddannelsen i Odense,2015,,56.0,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,Ergoterapeutuddannelsen i Odense,2016,,35.0,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,Ergoterapeutuddannelsen i Odense,2017,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,Ergoterapeutuddannelsen i Odense,2018,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,Ergoterapeutuddannelsen i Odense,2019,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,Ergoterapeutuddannelsen i Odense,2020,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,Ergoterapeutuddannelsen i Odense,2021,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,Ergoterapeutuddannelsen i Odense,2022,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,Ergoterapeutuddannelsen i Odense,2023,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,Ergoterapeutuddannelsen i Odense,2024,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Boulevarden 19",2015,,40.0,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Boulevarden 19",2016,,25.0,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Boulevarden 19",2017,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Boulevarden 19",2018,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Boulevarden 19",2019,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Boulevarden 19",2020,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Boulevarden 19",2021,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Boulevarden 19",2022,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Boulevarden 19",2023,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Boulevarden 19",2024,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Ejlskovsgade 3",2015,12.0,68.0,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Ejlskovsgade 3",2016,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Ejlskovsgade 3",2017,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Ejlskovsgade 3",2018,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Ejlskovsgade 3",2019,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Ejlskovsgade 3",2020,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Ejlskovsgade 3",2021,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Ejlskovsgade 3",2022,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Ejlskovsgade 3",2023,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Ejlskovsgade 3",2024,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Landbrugsvej 55",2015,,6.0,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Landbrugsvej 55",2016,,81.0,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Landbrugsvej 55",2017,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Landbrugsvej 55",2018,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Landbrugsvej 55",2019,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Landbrugsvej 55",2020,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Landbrugsvej 55",2021,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Landbrugsvej 55",2022,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Landbrugsvej 55",2023,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Landbrugsvej 55",2024,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Landbrugsvej 65",2015,26.0,84.0,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Landbrugsvej 65",2016,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Landbrugsvej 65",2017,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Landbrugsvej 65",2018,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Landbrugsvej 65",2019,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Landbrugsvej 65",2020,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Landbrugsvej 65",2021,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Landbrugsvej 65",2022,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Landbrugsvej 65",2023,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Landbrugsvej 65",2024,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Munkebjergvej 130",2015,,165.0,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Munkebjergvej 130",2016,,150.0,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Munkebjergvej 130",2017,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Munkebjergvej 130",2018,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Munkebjergvej 130",2019,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Munkebjergvej 130",2020,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Munkebjergvej 130",2021,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Munkebjergvej 130",2022,,,,
Professionshøjskoler,UCL Erhvervsakademi og Professionshøjskole,"Erhvervsakademiet Lillebælt, Munkebjergvej 130",2023,,,,
